dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bizitobs_application/10S/long,SLSQPEnsemble_4-models_opt-mae_1-windows_toto2,6541867.261716979,6541867.261716979,1552.1643938290572,3.2861241147481963,0.04783663204008161,0.04892035689911482,58.70381341060098,2557.7074230093203,0.09864055185672115,0.059860776491593784,0.05453706304737246,Web/CloudOps,2
