dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
covid_deaths/D/short,SLSQPEnsemble_5-models_opt-mae_1-windows,299281.3280502273,299281.3280502273,79.26405558041805,36.548533055087645,0.13120550105555223,0.45712008414149985,650.6764625675573,547.0661093965036,0.30287359762574195,0.04388316012214924,0.03974562328441121,Healthcare,1
