dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bitbrains_rnd/H/short,SLSQPEnsemble_5-models_opt-mae_1-windows,1426145.2521509929,1426145.2521509929,139.24383612168958,3.4866287579534516,1.6590158454923136,0.5145726438269255,112.60698349259555,1194.2132356287937,4.326744954264014,0.5044932909612776,0.4146297526856316,Web/CloudOps,2
