dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
kdd_cup_2018/H/long,SLSQPEnsemble_5-models_opt-mae_1-windows,1799.563027340343,1799.563027340343,14.104152266718094,0.6260405026654716,0.6980636480868542,0.4442682586889899,8.756172885930072,42.42125678643129,1.1599251296061661,0.3856500699241627,0.33138717565138087,Nature,1
