dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ett2/W/short,TSOrchestra-Toto2,2782558.719110169,2782558.719110169,1109.7561996861125,0.693732495936677,0.1099674374833557,0.1157074688903505,9.177288707517176,1668.1003324471133,0.1399280443555741,0.0930915315541878,0.0823970025640951,Energy,7
hierarchical_sales/D/short,TSOrchestra-Toto2,28.12906009382121,28.12906009382121,2.2817932789189115,0.7393991323311067,0.6228485409837354,1.0541007088799008,7.003023182427095,5.303683634401773,1.6271114042813335,0.7000289086361078,0.5687319450161777,Sales,1
hierarchical_sales/W/short,TSOrchestra-Toto2,453.9967887606828,453.9967887606828,8.935141978998505,0.7206015908977251,0.5418171319347973,0.4557645211775118,7.092186492976486,21.307200397064904,0.97822399235616,0.4102167387588404,0.3486974327102966,Sales,1
hospital/M/short,TSOrchestra-Toto2,2593.114511474126,2593.114511474126,17.510184515448746,0.7523818757053872,0.1889149527071413,0.1712502290520802,5.034700934483603,50.92263260549405,0.1848609813147827,0.063566035904034,0.049913431334875,Healthcare,1
jena_weather/10T/long,TSOrchestra-Toto2,1394.8636895385366,1394.8636895385366,9.622740764432876,0.6108560887031459,0.7138212568211951,0.6348058408665649,5.696694085337814,37.347873962764425,0.2285380419825688,0.0588832000183433,0.0475318363903393,Nature,21
jena_weather/10T/medium,TSOrchestra-Toto2,1424.332782655439,1424.332782655439,9.310786445101105,0.5728468425288907,0.6800128588386141,0.638177580298712,5.378331152018588,37.74033363201018,0.2316117823162842,0.0571401372426421,0.0460993129319522,Nature,21
jena_weather/10T/short,TSOrchestra-Toto2,797.861953648794,797.861953648794,5.33075385819063,0.2588256766226181,0.322299491474416,0.5432086364597902,2.161595578843232,28.246450284040897,0.1754458581442677,0.0331106626072068,0.0273841020569086,Nature,21
jena_weather/D/short,TSOrchestra-Toto2,362.157581853093,362.157581853093,9.348763279928525,0.9738441258876144,0.6561318161753421,0.4330320333072894,6.237863646695033,19.03043829902751,0.1145943423693128,0.0562948347902494,0.0441283611778475,Nature,21
jena_weather/H/long,TSOrchestra-Toto2,1311.0762758336782,1311.0762758336782,11.361113825070026,0.9367434643253496,1.9153285604893675,0.6499683714646922,6.918066649872555,36.20878727372236,0.2180170160327657,0.068406492496586,0.0555311012547421,Nature,21
jena_weather/H/medium,TSOrchestra-Toto2,1190.744542404295,1190.744542404295,9.936560353379406,0.7970552809002288,2.0212178588712275,0.6824433205294503,6.172476807847772,34.5071665368847,0.2111554719919684,0.0608035750820568,0.0483161293305347,Nature,21
jena_weather/H/short,TSOrchestra-Toto2,1108.190614552595,1108.190614552595,8.202373580281348,0.5138827126826414,1.2122399189309885,0.6025824929888559,4.467427775746029,33.28949706067358,0.2040624984030888,0.0502800280393852,0.0404409453662227,Nature,21
kdd_cup_2018/D/short,TSOrchestra-Toto2,2898.712884210272,2898.712884210272,21.058246705355888,1.1845314720453533,0.5187760283421871,0.459544657299587,9.266019396572135,53.83969617494392,1.2060663960614562,0.4717270994393396,0.3749519600870968,Nature,1
kdd_cup_2018/H/long,TSOrchestra-Toto2,3273.2118977930736,3273.2118977930736,18.45587199021648,0.7750682264160833,0.7649095975088002,0.4690682907385966,11.023493335778165,57.211990856752,1.3424244642767245,0.4330493258180721,0.3741871838043306,Nature,1
kdd_cup_2018/H/medium,TSOrchestra-Toto2,4451.769447219799,4451.769447219799,20.768318026147305,0.8412207675291552,0.8253332258075634,0.4643245046092675,11.706330194995742,66.72158157013216,1.3966034965813396,0.4347184957380371,0.3767771797283151,Nature,1
kdd_cup_2018/H/short,TSOrchestra-Toto2,4044.695985635687,4044.695985635687,19.24227821572829,0.7972235835802447,0.7516359933458177,0.4359141672737943,9.743194832381288,63.59792438150546,1.3312197375566497,0.4027757321555452,0.3405486934718806,Nature,1
loop_seattle/5T/long,TSOrchestra-Toto2,79.98983071518172,79.98983071518172,4.924168494079665,0.7806750548428864,0.1497563257751647,0.1118355422666561,6.309959007178958,8.94370341162886,0.1581265142223812,0.0870603108774915,0.0692433819919542,Transport,1
loop_seattle/5T/medium,TSOrchestra-Toto2,63.72531995787008,63.72531995787008,4.463804487246502,0.7116643341042186,0.1392757022045796,0.1024693569566346,5.4608020378818365,7.982814037535265,0.1420306645090635,0.0794202538830417,0.0629515811984008,Transport,1
loop_seattle/5T/short,TSOrchestra-Toto2,35.259635454301744,35.259635454301744,3.272662625668431,0.5200977182540826,0.0852863127499398,0.0693204481554773,3.9511741100171673,5.937982439709783,0.1018232882365719,0.0561189382450884,0.0446050419803217,Transport,1
loop_seattle/D/short,TSOrchestra-Toto2,17.96899596087347,17.96899596087347,2.867870763227356,0.8646321899350232,0.0529853730541455,0.0529144786529683,7.795626131795723,4.23898525131587,0.0757563281729491,0.0512526809639679,0.0420086875185503,Transport,1
loop_seattle/H/long,TSOrchestra-Toto2,59.359138737858565,59.359138737858565,4.040487249819194,0.8462164523988314,0.1153043349075672,0.0934577560298581,6.651162977585807,7.704488220372497,0.1376894988406932,0.0722089058464311,0.0572605802468222,Transport,1
loop_seattle/H/medium,TSOrchestra-Toto2,63.61125359528559,63.61125359528559,4.171137318038202,0.8530976931050968,0.1100768666030366,0.0950860755946746,6.958767621170076,7.975666341772679,0.1409690099644046,0.0737243852679446,0.0589878557269829,Transport,1
loop_seattle/H/short,TSOrchestra-Toto2,54.14378115749148,54.14378115749148,3.87597052057441,0.7887903875874086,0.1046377465760432,0.0891936055062996,7.003881761507495,7.358245793495314,0.1302484332438706,0.0686086197406621,0.0556861201139361,Transport,1
m4_daily/D/short,TSOrchestra-Toto2,353497.8014562545,353497.8014562545,171.90144149733342,3.209135795315724,0.0364364131287579,0.0292432223560684,26.87529899512447,594.556810957754,0.0918425950939682,0.0265540217461756,0.0213081521506531,Econ/Fin,1
m4_hourly/H/short,TSOrchestra-Toto2,771969.5747118419,771969.5747118419,174.96998398912274,0.6789761815157704,0.0873028948707966,0.0796070571882181,5.15563974880802,878.6179913431331,0.1199507651939299,0.0238872680416903,0.0192536288446558,Econ/Fin,1
