dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
us_births/M/short,SLSQPEnsemble_4-models_opt-mae_1-windows_toto2,48694957.831217505,48694957.831217505,5911.500285464247,0.6682122884613261,0.018189828425300144,0.018410890740451796,4.305596289927915,6978.177257079208,0.021674170983876532,0.018361079582552176,0.013423983004106806,Healthcare,1
